Organization Name,Organization Name URL,Categories,Headquarters Location,Description,Contact Email,Phone Number,Website,Company Type,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Date,Last Funding Type,Total Funding Amount,Category Groups,IPO Status
Microphyt,https://www.crunchbase.com/organization/microphyt,Biotechnology,"Baillargues, Languedoc-Roussillon, France","Microphyt researches, develops, produces, and markets natural algae-based products that contribute to weight loss and to brain health.",,,http://www.microphyt.eu/,For Profit,3,Private Equity,"€1,780,029",8/1/16,Grant,"€1,830,029","Biotechnology, Science and Engineering",Private
LipUm,https://www.crunchbase.com/organization/lipum,"Biotechnology, Pharmaceutical, Therapeutics","Umeå, Vasterbottens Lan, Sweden",LipUm operates as a biotechnology company that offers anti-inflammatory drugs.,info@lipum.se,+46 90 340 34 30,http://lipum.se/,For Profit,2,,"€50,000",12/1/16,Grant,"$351,193 ","Biotechnology, Health Care, Science and Engineering",Private
Sonoran Biosciences,https://www.crunchbase.com/organization/sonoran-biosciences,"Biopharma, Biotechnology, Pharmaceutical","Scottsdale, Arizona, United States","Sonoran Biosciences is an early stage pharmaceutical company that has developed SB Gel, the first viscous sustained release carrier.",info@sonoranbiosciences.com,(480)389-6413,http://www.sonoranbiosciences.com/,For Profit,1,,"$1,484,417 ",8/17/16,Grant,"$1,484,417 ","Biotechnology, Health Care, Science and Engineering",Private
ConsulTech,https://www.crunchbase.com/organization/consultech,"Biotechnology, Consulting, Life Science","Berlin, Berlin, Germany",ConsulTech facilitates access to funding options for research and development projects relevant to life sciences industry.,,030-77 20 59 229,https://www.consultech.de/Company/about/index.html,For Profit,1,,"€4,705,344",7/1/15,Grant,"€4,705,344","Biotechnology, Science and Engineering",Private
Alkahest ,https://www.crunchbase.com/organization/alkahest,Biotechnology,"San Carlos, California, United States",Alkahest’s mission is to enrich the health and vitality of humankind through transformative therapies that counterbalance the aging process.,info@alkahest.com,650-801-0474,http://www.alkahest.com/,,1,,,5/21/18,Grant,,"Biotechnology, Science and Engineering",Private
RetroVirox,https://www.crunchbase.com/organization/retrovirox,Biotechnology,"San Diego, California, United States",RetroVirox is a privately-held biotechnology company dedicated to discovering new treatments for patients with infectious diseases,info@retrovirox.com,(858) 677-9317,http://retrovirox.com,For Profit,1,,"$3,000,000 ",3/12/15,Grant,"$3,000,000 ","Biotechnology, Science and Engineering",Private
Biomedical Innovation,https://www.crunchbase.com/organization/biomedical-innovation,"Biotechnology, Health Care","Cambridge, Massachusetts, United States",Biomedical Innovation is a research program developing solutions that advance the manufacture and delivery of biopharmaceuticals.,cbi@mit.edu, 617-324-9640,http://cbi.mit.edu/research-overview/bioman,For Profit,1,,"$10,400,000 ",10/5/13,Grant,"$10,400,000 ","Biotechnology, Health Care, Science and Engineering",Private
Envoy Therapeutics,https://www.crunchbase.com/organization/envoy-therapeutics,Biotechnology,"Jupiter, Florida, United States",Envoy Therapeutics is a drug discovery company focused on developing novel drugs for neurological and psychiatric diseases.,info@envoytherapeutics.com,5037842159,http://www.envoytherapeutics.com,,1,,"$1,200,000 ",5/8/12,Grant,"$1,200,000 ","Biotechnology, Science and Engineering",Private
Abwiz Bio,https://www.crunchbase.com/organization/abwiz-bio,"Biopharma, Biotechnology, Medical","San Diego, California, United States",We provide researchers world-wide with top-quality monoclonal antibodies,info@abwizbio.com,1.18587E+11,https://www.abwizbio.com/index.php,For Profit,1,,"$225,000 ",9/22/16,Grant,"$225,000 ","Biotechnology, Health Care, Science and Engineering",Private
Sensio Air,https://www.crunchbase.com/organization/white-lab-s-a-l,"Biotechnology, Hardware, Internet of Things, Machine Learning, Personal Health, Predictive Analytics","London, England, United Kingdom",Sensio Air is a Healthcare analytics company that helps people with asthma and allergy predict prevent and manage their symptoms.,,4.42033E+11,http://www.wlab.io,For Profit,1,,,11/1/16,Grant,,"Artificial Intelligence, Biotechnology, Data and Analytics, Hardware, Health Care, Internet Services, Science and Engineering, Software",Private
EBERS ,https://www.crunchbase.com/organization/ebers,"Biotechnology, Health Care, Medical, Medical Device","Zaragoza, Aragon, Spain",EBERS is devoted to the development of equipment for cell and tissue culture.,,(0034) 876 013 826,http://www.ebersmedical.com/,For Profit,2,,"€2,570,850",11/1/17,Grant,"€2,620,850","Biotechnology, Health Care, Science and Engineering",Private
Brandon Bioscience,https://www.crunchbase.com/organization/brandon-bioscience,"Agriculture, Biotechnology, Farming","Tralee, Kerry, Ireland",Brandon Bioscience is focused on creating crop solutions derived from the marine algae Ascophyllum nodosum.,,+353 66 7181160,http://www.brandonbioscience.com,For Profit,2,,"€900,468",12/1/16,Grant,"€950,468","Agriculture and Farming, Biotechnology, Science and Engineering",Private
Xenothera,https://www.crunchbase.com/organization/xenothera,"Biotechnology, Genetics, Therapeutics","Nantes, Pays de la Loire, France",Xenothera is a xenotherapy platform with embedded technology that renovates immunological treatments.,contact@xenothera.com,33240412987,http://www.xenothera.com/,For Profit,2,,"€50,000",12/1/16,Grant,"€689,999","Biotechnology, Health Care, Science and Engineering",Private
Oppilotech,https://www.crunchbase.com/organization/oppilotech,"Biotechnology, Genetics, Life Science, Medical, Pharmaceutical","London, England, United Kingdom",Developing the next generation of antibiotics with novel mechanisms of action.,ajay.mistry@oppilotech.com,,http://www.oppilotech.com/,,1,,"$120,000 ",3/30/17,Grant,"$120,000 ","Biotechnology, Health Care, Science and Engineering",Private
Oxalo Therapeutics,https://www.crunchbase.com/organization/oxalo-therapeutics,Biotechnology,,Oxalo Therapeutics is a Biotechnology Company.,,,,,1,,"$250,000 ",12/6/17,Grant,"$250,000 ","Biotechnology, Science and Engineering",Private
Accellta,https://www.crunchbase.com/organization/accellta,"Biotechnology, Manufacturing, Medical","Haifa, Hefa, Israel",Accellta offers a range of revolutionary solutions for better affordability and quality of stem cell culturing.,info@accellta.com,97248291070,http://accellta.com,For Profit,1,,"€50,000",11/1/14,Grant,"€50,000","Biotechnology, Health Care, Manufacturing, Science and Engineering",Private
Onchilles Pharma ,https://www.crunchbase.com/organization/onchilles-pharma,Biotechnology,,Onchilles Pharma is a Biotechnology Company.,,,,,1,,"$150,000 ",12/6/17,Grant,"$150,000 ","Biotechnology, Science and Engineering",Private
Akthelia,https://www.crunchbase.com/organization/akthelia,"Biotechnology, Medical","Reykjavík, Gullbringusysla, Iceland",Akthelia is focused on the discovery and development of novel antimicrobial therapeutics.,info@akthelia.com,(354)510-1800,http://www.akthelia.is/,For Profit,3,,"ISK10,000,000",3/1/13,Grant,"ISK24,000,000","Biotechnology, Health Care, Science and Engineering",Private
Ingeniatrics,https://www.crunchbase.com/organization/ingeniatrics,"Biotechnology, Innovation Management, Pharmaceutical","Seville, Andalucia, Spain",Ingeniatrics offers technically innovative products and services by maximizing and implementing its expertise in microfluidic technologies.,info@ingeniatrics.com,+34 954 08 12 14,http://www.ingeniatrics.com,For Profit,2,,"€50,000",2/1/15,Grant,"€1,650,000","Biotechnology, Health Care, Science and Engineering",Private
Icosagen Group,https://www.crunchbase.com/organization/icosagen,"Biopharma, Biotechnology, Medical, Pharmaceutical","Tartu, Tartumaa, Estonia",Icosagen Group is a contract research provider and technology developer for biopharmaceutical and biotechnology industries and academia.,info@icosagen.com,415 548 6625,http://icosagen.com,For Profit,2,,"€1,129,800",5/1/16,Grant,"€1,179,800","Biotechnology, Health Care, Science and Engineering",Private
IMMUNETHEP,https://www.crunchbase.com/organization/immunethep,"Biotechnology, Medical, Pharmaceutical","Cantanhede, Coimbra, Portugal",Immunethep is a biotech startup company that is developing broad coverage anti-bacterial immunotherapies,info@immunethep.com,3.51231E+11,http://www.immunethep.com,For Profit,3,Seed,"$100,000 ",10/23/17,Grant,"$100,000 ","Biotechnology, Health Care, Science and Engineering",Private
Advanced Substrate Technologies,https://www.crunchbase.com/organization/advanced-substrate-technology,Biotechnology,"Foulum, Midtjylland, Denmark",AST develops a method that combines waste from biogas plants and the need for fungal substrates.,,,http://astech.dk/,For Profit,2,,"€2,499,999",8/1/17,Grant,"€2,549,999","Biotechnology, Science and Engineering",Private
Hervana,https://www.crunchbase.com/organization/hervana,"Biopharma, Biotechnology, Medical","Beit-shemesh, Yerushalayim, Israel","Hervana Ltd., is a biopharmaceutical company dedicated to innovating products in women’s health.",mail@hervana-bio.com,-5201,http://www.hervana-bio.com/,For Profit,1,,"$1,000,000 ",12/28/12,Grant,"$1,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Neoalgae,https://www.crunchbase.com/organization/neoalgae,"Biofuel, Biotechnology, Cosmetics, Pharmaceutical, Water Purification","Asturias, Cundinamarca, Colombia","Neoalgae is a biotechnology company dedicated to providing scientific advice in aquaculture, especially in microalgae.",info@neoalgae.es,+34 984 04 12 66,http://neoalgae.es/en/,For Profit,1,,"€1,386,466",10/1/16,Grant,"€1,386,466","Biotechnology, Consumer Goods, Energy, Health Care, Natural Resources, Science and Engineering, Sustainability",Private
Verigraft AB,https://www.crunchbase.com/organization/verigraft-ab,"Biotechnology, Life Science, Medical, Medical Device","Gothenburg, Vastra Gotaland, Sweden",Verigraft AB is a biotech company that generates personalized tissue-engineered transplants for use in regenerative medicine.,info@verigraft.com,,http://www.verigraft.com/,,1,,"€2,184,604",9/1/17,Grant,"€2,184,604","Biotechnology, Health Care, Science and Engineering",Private
DC4U,https://www.crunchbase.com/organization/dc4u,"Biotechnology, Life Science, Medical, Medical Device","Breukelen, Utrecht, The Netherlands",DC4U is a life science company that develops technologies enabling steering the human immune response. ,antoine.wellink@dc4u-technologies.nl,+31 (0)346 74 5139,http://www.dc4u-technologies.nl/,,1,,"€50,000",3/1/17,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Betagenon AB,https://www.crunchbase.com/organization/betagenon-ab,"Biotechnology, Health Care, Medical","Umeå, Vasterbottens Lan, Sweden",Betagenon is a biopharmaceutical company based in Sweden.,info@betagenon.com,+46 90154822,http://betagenon.se/,For Profit,1,,"€1,823,238",11/1/16,Grant,"€1,823,238","Biotechnology, Health Care, Science and Engineering",Private
Apertus Pharmaceuticals,https://www.crunchbase.com/organization/apertus-pharmaceuticals,"Biotechnology, Developer APIs, Manufacturing","St Louis, Missouri, United States",Apertus Pharmaceuticals is an API manufacturing company that provides controlled and non-controlled substance APIs.,info@apertuspharma.com,866.576.2746,http://www.apertuspharma.com,,1,,"$700,000 ",1/25/12,Grant,"$700,000 ","Biotechnology, Manufacturing, Science and Engineering, Software",Private
Saftra Photonics,https://www.crunchbase.com/organization/saftra-photonics,"Biotechnology, Medical, Nanotechnology","Kosice, Kosice, Slovakia (Slovak Republic)","Saftra Photonics is a Slovak high-tech company established as a spin-off from the P. J. Safarik University, Kosice, Slovakia in 2014.",,,https://saftra-photonics.org,For Profit,2,,"€1,221,735",6/1/17,Grant,"€1,271,735","Biotechnology, Health Care, Science and Engineering",Private
Bigelow Laboratory for Ocean Sciences,https://www.crunchbase.com/organization/bigelow-laboratory-for-ocean-sciences,"Biotechnology, Education, Non Profit","West Boothbay Harbor, Maine, United States","Bigelow Laboratory for Ocean Sciences, a non-profit organization, focuses on microbials affecting the productivity of the world’s oceans.",webmaster@bigelow.org,2027473257,http://www.bigelow.org,,1,,"$9,000,000 ",9/30/10,Grant,"$9,000,000 ","Biotechnology, Education, Science and Engineering",Private
Zymetis,https://www.crunchbase.com/organization/zymetis,"Biotechnology, Chemical, Developer Platform","College Park, Maryland, United States",Zymetis is a biotechnology company producing affordable transportation fuels.,info@zymetis.com,301-405-0251,http://www.zymetis.com,,3,M&A,"$1,500,000 ",1/31/10,Grant,"$2,257,464 ","Biotechnology, Science and Engineering, Software",Private
Maven Biotechnologies,https://www.crunchbase.com/organization/maven-biotechnologies,"Biotechnology, Genetics, Health Diagnostics","Pasadena, California, United States","Maven Biotechnologies develops Polaron and LFIRE, internal reflection ellipsometry analysis systems for microplates and slide disposables.",info@mavenbiotech.com,626-793-9870,http://www.mavenbiotech.com,,1,,"$1,960,000 ",10/4/10,Grant,"$1,960,000 ","Biotechnology, Health Care, Science and Engineering",Private
Histocell SL,https://www.crunchbase.com/organization/histocell-sl,"Biotechnology, Health Care, Medical, Medical Device","Derio, Pais Vasco, Spain",Histocell SL is a biopharmaceutical company that develops cell therapy products and novel medical devices for regenerative medicine. ,info@histocell.com,,http://www.histocell.com/,,2,,"€50,000",2/1/17,Grant,"€2,550,000","Biotechnology, Health Care, Science and Engineering",Private
Symborg,https://www.crunchbase.com/organization/symborg,"Agriculture, Biotechnology, Manufacturing, Medical","Espinardo, Murcia, Spain",Symborg is focused on the research and development of bio-fertilizers used in advanced agricultural processes.,symborg@symborg.es,(831) 229-5753,http://www.symborg.com/,For Profit,1,,"€50,000",10/1/15,Grant,"€50,000","Agriculture and Farming, Biotechnology, Health Care, Manufacturing, Science and Engineering",Private
PeptiGelDesign,https://www.crunchbase.com/organization/peptigeldesign,"Biotechnology, Medical","Alderley Park, Cheshire, United Kingdom",PeptiGelDesign provides hydrogels and bioinks to the life science industry.,info@peptigeldesign.com, +44 (0)1625 238800,http://www.peptigeldesign.com/,For Profit,2,Seed,"€50,000",3/1/17,Grant,"$2,930,948 ","Biotechnology, Health Care, Science and Engineering",Private
Depixus,https://www.crunchbase.com/organization/depixus,"Biotechnology, Genetics, Medical","Paris, Ile-de-France, France",Depixus is undertaking commercial development of a technology for extraction of genetic and epigenetic information from DNA and RNA.,info@depixus.com,+33 (0)9 72 48 20 89,https://depixus.com/,For Profit,2,,"€50,000",7/1/16,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
ibidi GmbH,https://www.crunchbase.com/organization/ibidi-gmbh,Biotechnology,"Martinsried, Bayern, Germany","ibidi develops, produces and distributes cell-culture biochips (µ-Slides) and devices for functional cell-based assays.",ibidiusa@ibidi.com,844 276 6363,http://www.ibidi.com/,For Profit,1,,"€50,000",8/1/16,Grant,"€50,000","Biotechnology, Science and Engineering",Private
BioArctic AB,https://www.crunchbase.com/organization/bioarctic-ab,"Biopharma, Biotechnology, Medical","Stockholm, Stockholms Lan, Sweden",BioArctic is a Swedish research-oriented biopharma company.,info@bioarctic.se,46 86 95 69 30,http://www.bioarctic.se,For Profit,1,,"€50,000",9/1/15,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Mikro Biyosistemler Inc.,https://www.crunchbase.com/organization/mikro-biyosistemler-inc,"Biopharma, Biotechnology, Health Diagnostics, Medical, Medical Device","Çankaya, Ankara, Turkey",Mikro Biyosistemler is a biomedical microsystems company based in Turkey.,info@mikrobiyo.com.tr,+90 312 285 05 30,http://mikrobiyo.com.tr/,For Profit,2,Seed,"€50,000",8/1/16,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
AMBER,https://www.crunchbase.com/organization/amber-2,"Advanced Materials, Biotechnology","Dublin, Dublin, Ireland",Advanced Materials and BioEngineering Research is a Science Foundation Ireland.,lorraine.byrne@tcd.ie,+353 (0) 1 4022149,http://ambercentre.ie/,For Profit,2,,"€150,000",7/31/16,Grant,"€1,650,000","Biotechnology, Manufacturing, Science and Engineering",Private
Axxam,https://www.crunchbase.com/organization/axxam,"Biotechnology, Medical Device, Pharmaceutical","Milan, Lombardia, Italy",Axxam is focused on the development of small molecule drugs with the ability to target inflammation directly.,info@axxam.com,0039-022105609,http://www.axxam.com/,,3,,"$340,000 ",1/5/15,Grant,"$340,000 ","Biotechnology, Health Care, Science and Engineering",Private
Tumour Trace,https://www.crunchbase.com/organization/tumour-trace,"Biotechnology, Medical, Medical Device","Nottingham, Nottingham, United Kingdom","Tumour Trace is dedicated to developing innovative, patented cancer screening, and diagnostic technology.",info@tumourtrace.com,,http://www.tumourtrace.com/,For Profit,1,,"€50,000",3/1/16,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Acies Bio,https://www.crunchbase.com/organization/acies-bio,"Biopharma, Biotechnology, Product Research","Ljubljana, Ljubljana Urban Commune, Slovenia","Acies Bio is a biotechnology CRO offering state-of-the-art R&D services to pharmaceutical, chemical, biotech and food industries.",INFO@ACIESBIO.COM,+386 59 075 995,http://www.aciesbio.com/,For Profit,1,,"€1,781,938",11/1/15,Grant,"€1,781,938","Biotechnology, Data and Analytics, Design, Health Care, Science and Engineering",Private
Cytosystems Ltd ,https://www.crunchbase.com/organization/cytosystems-ltd,"Biotechnology, Health Diagnostics, Hospital, Medical, Medical Device","Aberdeen, Aberdeen City, United Kingdom",Cytosystems is a pathology company that develops non-invasive cancer diagnostic and stratification technologies for bladder cancer.,info@cytosystems.com, +44 (0)1224 711375,http://www.cytosystems.com,,1,,"€3,135,925",1/6/15,Grant,"€3,135,925","Biotechnology, Health Care, Science and Engineering",Private
Life Length,https://www.crunchbase.com/organization/life-length,"Biotechnology, Health Care, Medical","Bensalem, Pennsylvania, United States",Life Length is a biotechnology company.,info@lifelength.com,1 (561) 886-6685,,For Profit,2,,"€3,109,949",1/1/17,Grant,"€3,159,949","Biotechnology, Health Care, Science and Engineering",Private
Xpand Biotechnology,https://www.crunchbase.com/organization/xpand-biotechnology,Biotechnology,"Bilthoven, Utrecht, The Netherlands",Xpand Biotechnology develops products for bone repair and regeneration that are based on its proprietary surface science technology.,info@kuros.ch,+41 44 733 47 40,http://www.xpand-biotech.com/,For Profit,1,M&A,"€1,841,591",7/1/15,Grant,"€1,841,591","Biotechnology, Science and Engineering",Private
CuanTec,https://www.crunchbase.com/organization/cuantec,"Biotechnology, CleanTech, Life Science","Motherwell, North Lanarkshire, United Kingdom","CuanTec make packaging that will be biodegradable, compostable and anti-microbial.",,+44 (0)1698 536166,https://www.cuantec.com/,For Profit,2,Seed,"£150,000",6/28/17,Grant,"£150,000","Biotechnology, Science and Engineering, Sustainability",Private
Toxys,https://www.crunchbase.com/organization/toxys,"Biotechnology, Health Care, Health Diagnostics","Leiden, Zuid-Holland, The Netherlands",Toxys is a Dutch biotech company.,info@toxys.com,+31 71 3322470,http://toxys.com/,For Profit,2,Early Stage Venture,"€50,000",9/21/16,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Spectrapply S.L.,https://www.crunchbase.com/organization/spectrapply-s-l,"AgTech, Biotechnology, Food Processing, Quality Assurance","Oviedo, Asturias, Spain",Spectrapply S.L. provides analytical solutions for the quality control of raw materials and/or products.,spectrapply@spectrapply.com,984703906,https://www.spectrapply.com/,,1,,"€1,141,013",5/1/17,Grant,"€1,141,013","Agriculture and Farming, Biotechnology, Food and Beverage, Science and Engineering",Private
Treeway,https://www.crunchbase.com/organization/treeway,"Biopharma, Biotechnology, Pharmaceutical","Rotterdam, Zuid-Holland, The Netherlands",Treeway accelerates ALS (Amyotrophic Lateral Sclerosis) therapy development.,info@treeway.nl,+31 88 873 3939,http://treeway.nl/,For Profit,1,,"€50,000",5/1/15,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Microbion Open Innovation,https://www.crunchbase.com/organization/microbion-open-innovation,"Bioinformatics, Biopharma, Biotechnology, Business Development, Business Intelligence, Food Processing, Innovation Management, Intellectual Property, Nutraceutical, Product Research, Quality Assurance, Test and Measurement","Verona, Veneto, Italy",Contract Research Organization specialized in molecular microbiology and DNA fingerprinting of industrial microbes as well as contaminants,info@microbion.it,(347)483-1103,https://www.microbion.it,For Profit,4,Seed,"€11,000",1/30/15,Grant,"€92,000","Biotechnology, Data and Analytics, Design, Food and Beverage, Health Care, Professional Services, Science and Engineering",Private
Planktonic AS,https://www.crunchbase.com/organization/planktonic-as,"Agriculture, Animal Feed, Biotechnology","Trondheim, Sor-Trondelag, Norway",Planktonic is dedicated to the development and production of live feed and preserved feed for the aquaculture and aquarium industry.,info@planktonic.no,+47 93 43 89 28,http://www.planktonic.no/,For Profit,2,,"€1,402,975",2/1/16,Grant,"€1,452,975","Agriculture and Farming, Biotechnology, Science and Engineering",Private
Kimitec Group,https://www.crunchbase.com/organization/kimitec-group,"Agriculture, Biotechnology, Organic","Almería, Andalucia, Spain",Kimitec Group is a corporate biotechnology group specialized in the agricultural sector.,info@kimitec.es,+34 950 34 69 09,http://www.kimitec.es/en/index.html,For Profit,1,,"€1,277,916",7/1/15,Grant,"€1,277,916","Agriculture and Farming, Biotechnology, Science and Engineering, Sustainability",Private
AbbeLight,https://www.crunchbase.com/organization/abbelight,"Biotechnology, Medical Device, Nanotechnology","Paris, Ile-de-France, France",Abbelight offers innovative solutions in the field of super-resolution microscopy (nanoscopy) and membrane imaging for biological research.,contact@abbelight.com,,https://www.abbelight.com,For Profit,2,,"€50,000",8/1/17,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
JenLab GmbH,https://www.crunchbase.com/organization/jenlab-gmbh,"Biotechnology, Hospital, Medical, Medical Device","Neuengönna, Thuringen, Germany","JenLab GmbH provides femtosecond laser technology for medicine, biotechnology and cell biology use.",,,http://www.jenlab.de/,,1,,"€2,477,500",9/1/16,Grant,"€2,477,500","Biotechnology, Health Care, Science and Engineering",Private
MicroGaia Biotech,https://www.crunchbase.com/organization/microgaia-biotech,"Agriculture, Biotechnology, Product Research","Murcia, Murcia, Spain",MicroGaia Biotech is a R&D tech-based company that creates functional bioproducts for agriculture.,info@microgaia.es,+34 968 114 051,https://www.microgaia.eu/,For Profit,1,,"€642,177",6/1/16,Grant,"€642,177","Agriculture and Farming, Biotechnology, Data and Analytics, Design, Science and Engineering",Private
Ingenza,https://www.crunchbase.com/organization/ingenza,"Biotechnology, Health Care, Medical","Dalkeith, Midlothian, United Kingdom",Ingenza is an industrial biotechnology company.,sarah.scott@ingenza.com,4.40131E+12,https://www.ingenza.com,For Profit,1,,"€50,000",8/1/16,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
KinaSense,https://www.crunchbase.com/organization/kinasense,"Biotechnology, Health Care, Medical","West Lafayette, Indiana, United States",KinaSense's technology measures the effects of cancer drugs that inhibit growth signals from a kinase.,info@kinasense.com,2698705908,http://www.kinasense.com/,For Profit,1,,"$200,000 ",3/14/16,Grant,"$200,000 ","Biotechnology, Health Care, Science and Engineering",Private
AD Biocomposites,https://www.crunchbase.com/organization/ad-biocomposites,"Automotive, Biotechnology, Packaging Services, Pharmaceutical","Paterna, Comunidad Valenciana, Spain",AD Biocomposites engages in the development of high advanced materials for packaging applications.,info@adbiocomposites.com,+34 96 182 02 93,http://www.adbiocomposites.com/,For Profit,1,,"€50,000",8/1/16,Grant,"€50,000","Administrative Services, Biotechnology, Health Care, Science and Engineering, Transportation",Private
Green2Chem SA,https://www.crunchbase.com/organization/green2chem-sa,"Agriculture, Biotechnology, Small and Medium Businesses","Ghislenghien, Hainaut, Belgium",Green2Chem is a vertical farming company producing premium quality ginseng.,,+32 495 94 90 39,http://www.green2chem.com,For Profit,1,,"€50,000",2/1/17,Grant,"€50,000","Agriculture and Farming, Biotechnology, Science and Engineering",Private
Thomas Medical,https://www.crunchbase.com/organization/thomas-medical,"Biotechnology, Health Care, Medical, Medical Device, Women's","Indianapolis, Indiana, United States",Thomas Medical is a CRI company manufactures single-use medical devices and accessories for women’s health.,contact@catheterresearch.com,8005560349,http://www.thomasmedical.com,,1,,"€50,000",9/1/17,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
BRI.Tech GMBH,https://www.crunchbase.com/organization/bri-tech-gmbh,"Biotechnology, Health Care, Medical","Graz, Steiermark, Austria",BRI.Tech is breaking new ground in orthopaedic and trauma surgery by making a second surgical intervention unnecessary.,office@britech.eu,+43 660 5094372,http://britech.eu,For Profit,1,,"€50,000",3/1/17,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
For-Robin,https://www.crunchbase.com/organization/for-robin,Biotechnology,"New York, New York, United States",For-Robin Therapeutics is an antibody immunotherapy company.,jolson@buffalo.edu,7168293601,http://www.for-robin.com/,For Profit,1,,"$2,000,000 ",5/4/15,Grant,"$2,000,000 ","Biotechnology, Science and Engineering",Private
ptTheragnostic,https://www.crunchbase.com/organization/pttheragnostic,"Biotechnology, Health Care, Home Health Care, Medical","Maastricht, Limburg, The Netherlands",ptTheragnostic focuses on the development of genomics-based personalized analysis for radiation sensitivity.,,,http://www.pttheragnostic.com/,For Profit,1,,"€2,427,594",6/1/15,Grant,"€2,427,594","Biotechnology, Health Care, Science and Engineering",Private
DNAlytics,https://www.crunchbase.com/organization/dnalytics,"Biotechnology, Data Mining, Medical","Louvain-la-neuve, Vlaams-Brabant, Belgium",DNAlytics develops innovative data-driven precision medicine solutions.,info@dnalytics.com,+32 (0) 10 39 00 96,http://www.dnalytics.com/,For Profit,1,,"€50,000",4/1/15,Grant,"€50,000","Biotechnology, Data and Analytics, Health Care, Information Technology, Science and Engineering",Private
Sonogenix,https://www.crunchbase.com/organization/sonogenix,"Biotechnology, Medical, Therapeutics","Belmont, California, United States",Sonogenix has developed a noninvasive treatment for acute and chronic kidney disease using low frequency therapeutic ultrasound (LOTUS).,,,,,2,Seed,,5/1/13,Grant,"$250,000 ","Biotechnology, Health Care, Science and Engineering",Private
Protein Alternatives,https://www.crunchbase.com/organization/protein-alternatives,"Biotechnology, Health Care, Therapeutics","Madrid, Madrid, Spain",ProAlt is young biotech company developing innovative products for the detection and treatment of cancers.,info@proteinalternatives.com,+34 91 804 73 22,http://www.proteinalternatives.com/,,1,,"€2,309,477",10/1/15,Grant,"€2,309,477","Biotechnology, Health Care, Science and Engineering",Private
 Costruzione Strumenti Oftalmici S.r.l.,https://www.crunchbase.com/organization/costruzione-strumenti-oftalmici-s-r-l,"Biotechnology, Health Care, Personal Health","Scandicci, Toscana, Italy",CSO works within the field of ophthalmology.,cso@csoitalia.it, (+39) 055 72 21 913 ,http://www.csoitalia.it/,For Profit,1,,"€1,965,868",6/1/15,Grant,"€1,965,868","Biotechnology, Health Care, Science and Engineering",Private
Energesis Pharmaceuticals,https://www.crunchbase.com/organization/energesis-pharmaceuticals,Biotechnology,"Cambridge, Massachusetts, United States","Energesis Pharmaceuticals is a biopharmaceutical company focused on the discovery and development of drugs to treat obesity, diabetes, and",info@energesispharma.com,,http://www.energesispharma.com,For Profit,1,,"$50,000 ",10/22/10,Grant,"$50,000 ","Biotechnology, Science and Engineering",Private
ImmunArtes,https://www.crunchbase.com/organization/immunartes,Biotechnology,,ImmunArtes is a Biotechnology Company.,,,,,1,,"$175,000 ",12/6/17,Grant,"$175,000 ","Biotechnology, Science and Engineering",Private
SoyMeds,https://www.crunchbase.com/organization/soymeds,Biotechnology,"Charlotte, North Carolina, United States",SoyMeds is a biotechnology research company,klbost@uncc.edu,7046873128,http://www.soymeds.net/,For Profit,1,,"$1,000,000 ",9/9/16,Grant,"$1,000,000 ","Biotechnology, Science and Engineering",Private
Lab Automate Technologies,https://www.crunchbase.com/organization/lab-automate-technologies,Biotechnology,"Millburn, New Jersey, United States","Lab Automate Technologies meets the Automation requirements of the Bio-Tech, Pharmaceutical, Food, Chemical and the Environment Control",,9737635848,http://www.labautomate.net,For Profit,1,,"$50,000 ",10/23/12,Grant,"$50,000 ","Biotechnology, Science and Engineering",Private
Materiomics BV,https://www.crunchbase.com/organization/materiomics-bv,"Biopharma, Biotechnology, Life Science, Medical","Maastricht, Limburg, The Netherlands","Materiomics BV is a biotech company located in Enschede, The Netherlands.",,+31 (0)6 53 90 54 64,http://www.materiomics.com/,,2,,"€50,000",12/1/15,Grant,"€1,450,000","Biotechnology, Health Care, Science and Engineering",Private
UBQ II,https://www.crunchbase.com/organization/ubq-ii,Biotechnology,"Madeirã, Castelo Branco, Portugal",UBQ is a micro-enterprise based in Autonomous Region of Madeira.,geral@ubqmadeira.com, 926 393 096,https://www.ubqmadeira.com/en/,For Profit,2,,"€803,478",8/1/16,Grant,"€853,478","Biotechnology, Science and Engineering",Private
