Organization Name,Organization Name URL,Categories,Headquarters Location,Description,Contact Email,Phone Number,Website,Company Type,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Date,Last Funding Type,Total Funding Amount,Category Groups,IPO Status
Acylin Therapeutics,https://www.crunchbase.com/organization/acylin-therapeutics,"Biotechnology, Pharmaceutical, Therapeutics","Seattle, Washington, United States",Acylin Therapeutics operates in the pharmaceutical and drug manufacturing industry developing inhibitors of cellular acetylation.,,,http://www.acceleratorcorp.com/companies/acylin-therapeutics/,,2,Early Stage Venture,"$2,000,000 ",6/4/12,Series A,"$6,400,000 ","Biotechnology, Health Care, Science and Engineering",Private
Engender Technologies,https://www.crunchbase.com/organization/engender-technology,"Biotechnology, Genetics, Information Technology, Medical","Auckland, Auckland, New Zealand",A New Zealand startup using laser technology to sort dairy bull sperm by sex,enquiries@pacificchannel.com,+64 9 304 0865,http://www.engendertechnologies.com,For Profit,1,Early Stage Venture,"$4,500,000 ",6/3/16,Series A,"$4,500,000 ","Biotechnology, Health Care, Information Technology, Science and Engineering",Private
Credence MedSystems,https://www.crunchbase.com/organization/credence-medsystems,"Biopharma, Biotechnology, Pharmaceutical","Menlo Park, California, United States",Credence MedSystems is a drug delivery and specialty pharmaceutical company.,info@credencemed.com,(844)263-3797,http://www.credencemed.com,For Profit,1,Early Stage Venture,"$15,000,000 ",9/13/16,Series A,"$15,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Janpix,https://www.crunchbase.com/organization/janpix,Biotechnology,"Cambridge, Massachusetts, United States",Janpix operates as an oncology-focused startup.,,,https://www.janpixbio.com/,,1,Early Stage Venture,"CA$22,000,000",10/11/17,Series A,"CA$22,000,000","Biotechnology, Science and Engineering",Private
Okogen ,https://www.crunchbase.com/organization/okogen,Biotechnology,"Encinitas, California, United States",A developer of ophthalmic anti-infective drugs.,,,http://www.okogen.com,,1,Early Stage Venture,"$10,000,000 ",3/5/18,Series A,"$10,000,000 ","Biotechnology, Science and Engineering",Private
Invictus Oncology,https://www.crunchbase.com/organization/invictus-oncology,Biotechnology,"Delhi, Delhi, India",Invictus Oncology develops therapeutics for cancer treatment.,contact@invictusoncology.com,9140532833,http://invictusoncology.com,,2,Early Stage Venture,,2/8/16,Series A,"$1,880,000 ","Biotechnology, Science and Engineering",Private
MIP Diagnostics,https://www.crunchbase.com/organization/mip-diagnostics,Biotechnology,"Leicester, Leicester, United Kingdom","A synthetic antibody company based in  East Midlands, UK.",,+44 (0)843 289 1703,http://www.mip-dx.com/,,1,Early Stage Venture,"£1,500,000",5/8/18,Series A,"£1,500,000","Biotechnology, Science and Engineering",Private
Epicrop Technologies,https://www.crunchbase.com/organization/epicrop-technologies,Biotechnology,"Lincoln, Nebraska, United States",Epicrop is developing a revolutionary epigenetic technology for improving crop yields.,,(402)580-3313,http://www.epicrop.com/,For Profit,1,Early Stage Venture,"$3,200,000 ",3/6/17,Series A,"$3,200,000 ","Biotechnology, Science and Engineering",Private
BioVersys AG,https://www.crunchbase.com/organization/bioversys-ag,"Biotechnology, Pharmaceutical","Basel, Basel-Stadt, Switzerland",A privately held Swiss biopharmaceutical company. ,info@bioversys.com,+41 78 670 40 85,http://www.bioversys.com,,3,Early Stage Venture,"CHF5,000,000",11/22/17,Series A,"CHF7,500,000","Biotechnology, Health Care, Science and Engineering",Private
Metabomed,https://www.crunchbase.com/organization/metabomed,"Biotechnology, Health Care, Medical","Yavne, HaMerkaz, Israel",The Metabomed LTD is a drug discovery company in the field of cancer metabolism.,,,http://www.ms-ventures.com,For Profit,1,Early Stage Venture,"$18,000,000 ",4/4/16,Series A,"$18,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
DVS Sciences,https://www.crunchbase.com/organization/dvs-sciences,"Apps, Biotechnology, Manufacturing","Sunnyvale, California, United States","DVS Sciences develops bioanalytical solutions for use in biomarker discovery, biological research and clinical applications.",,4087305217,http://www.dvssciences.com,,1,M&A,"$14,600,000 ",7/14/11,Series A,"$14,600,000 ","Apps, Biotechnology, Manufacturing, Science and Engineering, Software",Private
Scenic Biotech,https://www.crunchbase.com/organization/scenic-biotech,Biotechnology,"Amsterdam, Noord-Holland, The Netherlands",Scenic Biotech,info@scenicbiotech.com,,http://www.scenicbiotech.com/,For Profit,1,Early Stage Venture,"€6,500,000",6/5/17,Series A,"€6,500,000","Biotechnology, Science and Engineering",Private
Euthymics Bioscience,https://www.crunchbase.com/organization/euthymics-bioscience,"Biotechnology, Life Science, Pharmaceutical","Cambridge, Massachusetts, United States","Euthymics Bioscience, a neuroscience-focused biopharmaceutical company, develops medicines for central nervous system disorders.",info@euthymics.com,617-758-0300,http://www.euthymics.com,For Profit,3,Early Stage Venture,"$10,500,543 ",4/1/14,Series A,"$38,500,543 ","Biotechnology, Health Care, Science and Engineering",Private
Mironid,https://www.crunchbase.com/organization/mironid,"Ad Network, Biotechnology, Health Diagnostics, Therapeutics","Newhouse, North Lanarkshire, United Kingdom","Mironid is a drug discovery company focused on therapeutics for degenerative kidney diseases, chronic inflammatory diseases, and cancer.",enquiries@mironid.com,,http://www.mironid.com/,For Profit,1,Early Stage Venture,"$6,200,000 ",6/20/16,Series A,"$6,200,000 ","Advertising, Biotechnology, Health Care, Science and Engineering",Private
"Signature Therapeutics, Inc.",https://www.crunchbase.com/organization/signature-therapeutics-inc,Biotechnology,"San Carlos, California, United States",Signature Therapeutics is focused on creating novel medicines to improve upon the therapeutic utility of existing drugs.,info@signaturerx.com,(650) 331-4000,http://www.signaturerx.com/view.cfm/20/Signature-Therapeutics,For Profit,1,M&A,"$10,000,000 ",12/16/11,Series A,"$10,000,000 ","Biotechnology, Science and Engineering",Private
Mitoconix Bio,https://www.crunchbase.com/organization/mitoconix-bio,"Biotechnology, Health Care, Life Science","Jerusalem, Yerushalayim, Israel",Mitoconix Bio is pioneering a disease-modifying strategy of improving mitochondrial functions for treating neurodegenerative diseases.,,,,,1,Early Stage Venture,"$20,000,000 ",6/27/17,Series A,"$20,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Antabio ,https://www.crunchbase.com/organization/antabio,"Biotechnology, Life Science, Medical Device","Toulouse, Midi-Pyrenees, France",Antabio is a private biopharmaceutical company developing antibacterial resistance-breakers in areas of highest medical need.,,+33 5 61 53 88 43,https://antabio.com,,9,Early Stage Venture,"€7,300,000",10/16/17,Series A,"$31,939,783 ","Biotechnology, Health Care, Science and Engineering",Private
Activaero,https://www.crunchbase.com/organization/activaero,"Biotechnology, Health Care, Medical","Gemünden, Bayern, Germany",Activaero develops breathing technologies for patients suffering from severe respiratory diseases.,info@activaero.de,4.96454E+12,http://www.activaero.de,,2,M&A,"€5,000,000",2/16/11,Series A,"$22,603,947 ","Biotechnology, Health Care, Science and Engineering",Private
Ceres Nanosciences,https://www.crunchbase.com/organization/ceres-nanosciences,Biotechnology,"Manassas, Virginia, United States","Ceres Nanosciences Inc.is a privately held life sciences company engaged in the research, development",info@ceresnano.com,(800) 615-0418,http://www.ceresnano.com/,For Profit,2,Early Stage Venture,"$3,000,000 ",2/2/17,Series A,"$3,746,000 ","Biotechnology, Science and Engineering",Private
Alafair Biosciences,https://www.crunchbase.com/organization/alafair-biosciences,"Biotechnology, Medical Device","Austin, Texas, United States",Alafair Biosciences specializes in commercializing biomaterials and biomedical devices that enhance internal wound healing.,info@alafairbiosciences.com,512.430.4967,http://alafairbiosciences.com,,5,Early Stage Venture,"$2,000,000 ",8/9/16,Series A,"$4,227,000 ","Biotechnology, Health Care, Science and Engineering",Private
Kosmos Biotherapeutics,https://www.crunchbase.com/organization/kosmos-biotherapeutics,"Biotechnology, Medical, Therapeutics","Cambridge, Massachusetts, United States",Kosmos Biotherapeutics develops an astrobiological therapeutic platform for the treatment of post-evolutionary diseases.,,,,For Profit,1,Early Stage Venture,"$319,000,000 ",4/4/10,Series A,"$319,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Adaptive Symbiotic Technologies,https://www.crunchbase.com/organization/adaptive-symbiotic-technologies,Biotechnology,"Seattle, Washington, United States",Adaptive Symbiotic Technologies has received much attention in the popular press,info@adsymtech.com,1(800)918-6830,http://www.adaptivesymbiotictechnologies.com/,For Profit,2,Early Stage Venture,"$3,400,000 ",1/21/16,Series A,"$4,499,000 ","Biotechnology, Science and Engineering",Private
Mindframe,https://www.crunchbase.com/organization/mindframe-inc,"Biotechnology, Health Care, Medical","Irvine, California, United States",MindFrame develops solutions that deliver rapid flow restoration and clot extraction for treating patients suffering from ischemic stroke.,info@MindFrameInc.com,949-204-0800,http://mindframeinc.com,,3,Early Stage Venture,"$6,500,000 ",5/18/12,Series A,"$15,587,572 ","Biotechnology, Health Care, Science and Engineering",Private
AudioCure Pharma,https://www.crunchbase.com/organization/audiocure-pharma,Biotechnology,"Berlin, Berlin, Germany",The company was founded as a German limited liability company (GmbH) by university professor and doctor of medicine Hans Rommelspacher in,info@audiocure.de,49 30 27594394,http://audiocure.de,For Profit,2,Early Stage Venture,"€9,000,000",11/29/16,Series A,"€9,000,000","Biotechnology, Science and Engineering",Private
MediSens,https://www.crunchbase.com/organization/medisens,"Biotechnology, Health Care, Pharmaceutical","Los Angeles, California, United States",MediSens develops a wireless body monitoring system that assesses the muscle and neuromotor functions in the upper extremities.,,415-999-3108,http://medisens.com,,3,Early Stage Venture,"$2,615,062 ",1/13/15,Series A,"$3,465,062 ","Biotechnology, Health Care, Science and Engineering",Private
Peptomyc,https://www.crunchbase.com/organization/peptomyc,"Biotechnology, Health Care, Wellness",,Peptomyc focuses on the development of a new generation of cell-penetrating peptides targeting the Myconcoprotein for cancer treatment.,,,http://www.peptomyc.com/,,5,Early Stage Venture,"€4,200,000",9/11/17,Series A,"€6,312,000","Biotechnology, Health Care, Science and Engineering",Private
Beta Cat Pharmaceuticals,https://www.crunchbase.com/organization/beta-cat-pharmaceuticals,"Biotechnology, Pharmaceutical, Therapeutics","Greenwood, Indiana, United States",Beta Cat Pharmaceuticals is a developer of beta-catenin modulators for the treatment of cancer.,,317-517-9500,http://www.betacatpharma.com/,,3,Early Stage Venture,"$1,000,000 ",7/6/15,Series A,"$1,775,000 ","Biotechnology, Health Care, Science and Engineering",Private
Inotrem,https://www.crunchbase.com/organization/inotrem,"Biotechnology, Health Care, Medical","Franche-Comte, France, Europe",Inotrem is a French biotech company specializing in the discovery and development of novel treatments in the field of inflammatory,,33676785695,http://inotrem.com,,1,Early Stage Venture,"€18,000,000",3/17/14,Series A,"€18,000,000","Biotechnology, Health Care, Science and Engineering",Private
Neuro-Bio,https://www.crunchbase.com/organization/neuro-bio,Biotechnology,"Abingdon, Oxfordshire, United Kingdom",Neuro-Bio is a British pharmaceutical company,info@neuro-bio.com,+44 (0) 1235 420085,http://neuro-bio.com/,For Profit,1,Early Stage Venture,"$3,200,000 ",3/28/17,Series A,"$3,200,000 ","Biotechnology, Science and Engineering",Private
Zyngenia,https://www.crunchbase.com/organization/zyngenia,"Biotechnology, Health Care, Medical","Gaithersburg, Maryland, United States",Zyngenia is a biotherapeutics company focused on the development of the next-generation of antibody-derived drugs.,info@zyngenia.com,410-467-1176,http://www.zyngenia.com,,1,Early Stage Venture,"$25,000,000 ",9/9/10,Series A,"$25,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Inviragen,https://www.crunchbase.com/organization/inviragen,"Biotechnology, Health Care, Medical","Fort Collins, Colorado, United States",Inviragen is focused on developing life-saving vaccines to protect against emerging infectious diseases.,info@inviragen.com,9703720693,http://www.inviragen.com,,1,M&A,"$15,000,000 ",10/6/09,Series A,"$15,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Strand Diagnostics,https://www.crunchbase.com/organization/strand-diagnostics,"Biotechnology, Health Care, Health Diagnostics","Indianapolis, Indiana, United States",Strand Diagnostics develops and markets the know error® system which utilizes bar coding and DNA testing to confirm surgical biopsy samples.,sales@knowerror.com,(888)924-6779,http://knowerror.com,For Profit,1,Early Stage Venture,"$30,000,000 ",3/28/12,Series A,"$30,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Vicept Therapeutics,https://www.crunchbase.com/organization/vicept-therapeutics,"Biopharma, Biotechnology, Medical","Malvern, Pennsylvania, United States",Vicept Therapeutics is a biopharmaceutical company developing topically applied-therapy for the treatment of dermatologic disorders.,info@vicepttx.com,484-324-2930,http://www.vicepttx.com,,1,M&A,"$16,000,000 ",6/30/10,Series A,"$16,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Edesa Biotech,https://www.crunchbase.com/organization/edesa-biotech,"Biotechnology, Life Science","Markham, Ontario, Canada",Edesa Biotech is a clinical-stage private company focused on developing treatments for dermatological and anorectal diseases.,info@edesabiotech.com,(905)-475 1234,http://edesabiotech.com/,,1,Early Stage Venture,"$7,000,000 ",9/20/17,Series A,"$7,000,000 ","Biotechnology, Science and Engineering",Private
ImmuneOnco Biopharma,https://www.crunchbase.com/organization/immuneonco-biopharma,Biotechnology,"Shanghai, Shanghai, China",Early stage biopharmaceutical company.,wenzhi.tian@immuneonco.com,-58356508,http://immuneonco.com/,,1,Early Stage Venture,"$15,800,000 ",4/11/18,Series A,"$15,800,000 ","Biotechnology, Science and Engineering",Private
Gladius Pharmaceuticals,https://www.crunchbase.com/organization/gladius-pharmaceuticals,"Biotechnology, Health Care","Montréal, Quebec, Canada",Gladius Pharmaceuticals is a biotechnology firm developing novel drugs to treat life-threatening,,,http://gladiuspharma.com/,For Profit,1,Early Stage Venture,"CA$4,099,999",6/23/15,Series A,"CA$4,099,999","Biotechnology, Health Care, Science and Engineering",Private
Swineguard,https://www.crunchbase.com/organization/swineguard,"Agriculture, Biotechnology, Manufacturing","New Sharon, Iowa, United States",Helping farmers save thousands of dollars by increasing the health of their piglets,matthewrooda@swineguard.com,1.16417E+11,http://swinetech.co/,For Profit,1,Early Stage Venture,"$1,300,000 ",5/24/17,Series A,"$1,300,000 ","Agriculture and Farming, Biotechnology, Manufacturing, Science and Engineering",Private
Imbio,https://www.crunchbase.com/organization/imbio,"Biotechnology, Medical, Medical Device, Software","Minneapolis, Minnesota, United States",Imbio develops medical imaging software solutions that save lives and reduce costs.,contact@imbio.com,(612) 520-7361,http://imbio.com,For Profit,3,Early Stage Venture,"$1,500,000 ",3/24/17,Series A,"$4,077,695 ","Biotechnology, Health Care, Science and Engineering, Software",Private
Salud Fácil,https://www.crunchbase.com/organization/salud-fácil,"Biotechnology, Health Care","Mexico City, Distrito Federal, Mexico",Salud Fácil is a marketplace for health related micro loans,fdeobeso@saludfacil.org,5.23336E+11,http://www.saludfacil.org,For Profit,4,Early Stage Venture,,5/11/16,Series A,"$1,031,733 ","Biotechnology, Health Care, Science and Engineering",Private
Clover Biopharmaceuticals,https://www.crunchbase.com/organization/clover-biopharmaceuticals,Biotechnology,"Chengdu, Sichuan, China","Clover Biopharmaceuticals, a biotechnology company",jiang.pu@cloverbiopharma.com,(028)85336966 ,http://www.cloverbiopharma.com/,,1,Early Stage Venture,"CN¥62,800,000",12/14/17,Series A,"CN¥62,800,000","Biotechnology, Science and Engineering",Private
Ankasa Regenerative Therapeutics,https://www.crunchbase.com/organization/ankasa-regenerative-therapeutics,Biotechnology,"La Jolla, California, United States",Ankasa Regenerative Therapeutics is a biopharmaceutical company,,,,For Profit,1,Early Stage Venture,"$8,500,000 ",6/23/15,Series A,"$8,500,000 ","Biotechnology, Science and Engineering",Private
Dermata Therapeutics,https://www.crunchbase.com/organization/dermata-therapeutics,"Biotechnology, Medical, Therapeutics","Encinitas, California, United States","Dermata Therapeutics, LLC operates as a biotechnology company.",info@dermatarx.com,(858) 756-2480,http://www.dermatarx.com,For Profit,3,Early Stage Venture,"$5,000,000 ",2/16/17,Series A,"$10,651,305 ","Biotechnology, Health Care, Science and Engineering",Private
Allegro Diagnostics,https://www.crunchbase.com/organization/allegro-diagnostics,"Biotechnology, Health Diagnostics","Maynard, Massachusetts, United States",Allegro Diagnostics is focused on the development of genomic tests to support the diagnosis and management of lung cancer.,info@veracyte.com,(650) 243-6300,http://www.allegrodx.com,For Profit,1,M&A,"$5,400,000 ",7/7/11,Series A,"$5,400,000 ","Biotechnology, Health Care, Science and Engineering",Private
ProteoDesign,https://www.crunchbase.com/organization/proteodesign,"Biotechnology, Medical, Pharmaceutical","Barcelona, Catalonia, Spain",ProteoDesign provides technological solutions for the site-specific modification of proteins to develop novel biotherapeutics.,info@proteodesign.es,34934020456,http://proteodesign.es/,For Profit,1,Early Stage Venture,"€1,700,000",2/28/18,Series A,"€1,700,000","Biotechnology, Health Care, Science and Engineering",Private
Neurotrope Bioscience,https://www.crunchbase.com/organization/neurotrope-bioscience,"Biotechnology, Health Care, Health Diagnostics","Fort Lauderdale, Florida, United States",Neurotrope Bioscience engages in the development of diagnostic and therapeutic technologies for the treatment of neurodegenerative diseases.,,945-632-6630,http://neurotropebioscience.com,,1,Early Stage Venture,"$21,900,000 ",9/2/13,Series A,"$21,900,000 ","Biotechnology, Health Care, Science and Engineering",Private
NorthShore Bio,https://www.crunchbase.com/organization/lux-bio-group,"Biotechnology, Genetics","Camas, Washington, United States",NorthShore Bio (NSB) is developing a silicon-chip Molecular Detection Platform.,info@northshorebio.com,503-799-7802,http://northshorebio.com,For Profit,3,Early Stage Venture,,11/1/15,Series A,"$1,480,000 ","Biotechnology, Health Care, Science and Engineering",Private
Auspherix,https://www.crunchbase.com/organization/auspherix,"Biotechnology, Health Care, Medical","Stevenage, Herefordshire, United Kingdom",Auspherix is an Australian early stage anti-infectives company developing novel antibiotics to treat resistant bacterial diseases.,info@auspherix.com,4.40144E+12,http://auspherix.com,For Profit,3,Early Stage Venture,"£6,000,000",6/3/15,Series A,"$10,986,958 ","Biotechnology, Health Care, Science and Engineering",Private
Gordian Surgical,https://www.crunchbase.com/organization/gordian-surgical,"Biotechnology, Health Care, Medical","Misgav, HaZafon, Israel","Gordian Surgical operates within the framework of the Misgav Venture Accelerator, part of The Trendlines Group.",inquiry@gordiansurgical.com,-6439,http://www.gordiansurgical.com/,For Profit,3,Early Stage Venture,"$2,250,000 ",12/7/16,Series A,"$4,250,000 ","Biotechnology, Health Care, Science and Engineering",Private
SironRX Therapeutics,https://www.crunchbase.com/organization/sironrx-therapeutics,"Biotechnology, Medical, Therapeutics","Cleveland, Ohio, United States",SironRX is developing novel therapies that promote dermal wound repair and reduce scarring.,,216-445-0830,http://www.sironrx.com,For Profit,2,Early Stage Venture,"$3,400,000 ",8/16/11,Series A,"$3,900,000 ","Biotechnology, Health Care, Science and Engineering",Private
Therasis,https://www.crunchbase.com/organization/therasis,"Biotechnology, Genetics, Health Diagnostics, Therapeutics","New York, New York, United States",Therasis is a new drug discovery company developing oncology therapeutics for use as single agents or in combination therapy.,info@therasis.com,212-823-2019,http://www.therasis.com,,1,Early Stage Venture,"$12,000,000 ",12/8/09,Series A,"$12,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Lyxia China,https://www.crunchbase.com/organization/lyxia,"Biofuel, Biotechnology, Energy","Shenzhen, Guangdong, China",Lyxia China is a biotechnology platform for mass microalgae cultivation.,s@lyxia.com,310-338-8586,http://www.lyxia.com,For Profit,2,Early Stage Venture,"$17,100,000 ",9/1/14,Series A,"$18,700,000 ","Biotechnology, Energy, Natural Resources, Science and Engineering, Sustainability",Private
Lucerno Dynamics,https://www.crunchbase.com/organization/lucerno-dynamics,Biotechnology,"Morrisville, North Carolina, United States",Lucerno Dynamics creates medical technology that helps scan human tissue and organs during medical tests.,info@lucernodynamics.com,1.19194E+11,http://lucernodynamics.com/,For Profit,3,Early Stage Venture,"$6,000,000 ",9/19/16,Series A,"$7,200,000 ","Biotechnology, Science and Engineering",Private
HEALTH IN CODE,https://www.crunchbase.com/organization/health-in-code,"Bioinformatics, Biotechnology, Genetics, Medical","A Coruña, Galicia, Spain",HIC is the European leader on genetic diagnosis of inherited cardiovascular diseases;from diagnostic to prognostic,info@healthincode.com,34881600003,http://www.healthincode.com,For Profit,1,Early Stage Venture,"€3,400,000",9/15/12,Series A,"€3,400,000","Biotechnology, Data and Analytics, Health Care, Science and Engineering",Private
AbCelex Technologies,https://www.crunchbase.com/organization/abcelex-technologies,Biotechnology,"Mississauga, Ontario, Canada",AbCelex Technologies is a Canadian biotechnology company.,info@abcelex.com,(647) 494-8787,http://www.abcelex.com/,For Profit,1,Early Stage Venture,"$2,000,000 ",4/28/14,Series A,"$2,000,000 ","Biotechnology, Science and Engineering",Private
ScarX Therapeutics,https://www.crunchbase.com/organization/scarx-therapeutics,"Biotechnology, Clinical Trials, Health Care","Toronto, Ontario, Canada",ScarX Therapeutics (ScarX) is a biotechnology company that discovers and develops innovative treatments for dermal scarring,,,http://www.scarxtherapeutics.com/,For Profit,1,Early Stage Venture,"$2,000,000 ",2/16/16,Series A,"$2,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Lucigen,https://www.crunchbase.com/organization/lucigen,"Biotechnology, Medical, Pharmaceutical","Middleton, Wisconsin, United States","At Lucigen, we deliver solutions to current problems in DNA cloning, sequencing, amplification, and protein expression.",custserv@lucigen.com,888 575 9695,http://lucigen.com,For Profit,1,M&A,"$1,950,000 ",1/13/15,Series A,"$1,950,000 ","Biotechnology, Health Care, Science and Engineering",Private
Imagen Biotech,https://www.crunchbase.com/organization/imagen-biotech,"Biotechnology, Health Care, Therapeutics","New York, New York, United States",Imagen Biotech is focused on identifying and developing therapeutics for blinding diseases.,contact@imagenbiotech.com,,http://www.imagenbiotech.com,,1,Early Stage Venture,"$40,000,000 ",10/19/11,Series A,"$40,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
pacgenomics,https://www.crunchbase.com/organization/pacgenomics,"Biotechnology, Genetics","Agoura Hills, California, United States",PacGenomics is a CLIA-certified/CAP-accredited clinical genetics laboratory with a focus on microarray-based PGS.,,(818) 699-6290,http://pacgenomics.com,For Profit,2,Early Stage Venture,"$3,000,000 ",1/12/15,Series A,"$4,500,000 ","Biotechnology, Health Care, Science and Engineering",Private
Madison Vaccines,https://www.crunchbase.com/organization/madison-vaccines,"Biotechnology, Health Care, Medical Device","Madison, Wisconsin, United States",Madison Vaccines Incorporated develops vaccines for patients with prostate cancer and a test to identify such patients.,rick@madisonvaccines.com,(608)467-5269,http://madisonvaccinesinc.com,For Profit,2,Early Stage Venture,"$3,000,000 ",3/10/15,Series A,"$11,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Quiet Therapeutics,https://www.crunchbase.com/organization/quiet-therapeutics,"Biotechnology, Developer Platform, Information Technology","Ness Ziona, HaMerkaz, Israel",Quiet Therapeutics is an emerging biotech company founded in 2010 developing a proprietary nanoparticle-based delivery system.,ron@quietx.com,97286226022,http://quietx.com/,For Profit,2,Early Stage Venture,"$12,000,000 ",4/12/15,Series A,"$17,500,000 ","Biotechnology, Information Technology, Science and Engineering, Software",Private
Meditope Biosciences,https://www.crunchbase.com/organization/meditope-biosciences,"Biotechnology, Health Diagnostics, Therapeutics","Pasadena, California, United States",Meditope Biosciences is a biotechnology company focused on developing antibody-based cancer therapeutics.,info@meditope.com,6267933631,http://www.meditope.com,,1,Early Stage Venture,"$3,600,000 ",7/26/13,Series A,"$3,600,000 ","Biotechnology, Health Care, Science and Engineering",Private
Inception IBD,https://www.crunchbase.com/organization/inception-ibd,"Biotechnology, Health Care, Medical","San Diego, California, United States",Inception IBD is focused on translating academic discoveries in the field of IBD,,,http://www.inceptionsci.com,For Profit,1,Early Stage Venture,"$14,100,000 ",12/10/15,Series A,"$14,100,000 ","Biotechnology, Health Care, Science and Engineering",Private
Glycemicon,https://www.crunchbase.com/organization/glycemicon,"Biotechnology, Manufacturing, Nutraceutical","Brügg, Bern, Switzerland","Glycemicon`s efforts are focused on the discovery, development and commercialization of innovative.",media@glycemicon.com,+41 56 560 50 20,http://glycemicon.com,For Profit,2,Early Stage Venture,"CHF1,800,000",4/3/18,Series A,"CHF5,050,000","Biotechnology, Health Care, Manufacturing, Science and Engineering",Private
Orum Therapeutics,https://www.crunchbase.com/organization/orum-therapeutics,Biotechnology,"Daejeon, Taejon-jikhalsi, South Korea",Private biotech company creating cell penetrating therapeutic antibodies,,,http://www.orumrx.com/,For Profit,1,Early Stage Venture,"$8,000,000 ",6/14/17,Series A,"$8,000,000 ","Biotechnology, Science and Engineering",Private
Novophage,https://www.crunchbase.com/organization/novophage-2,Biotechnology,"Boston, Massachusetts, United States",Novophage is providing the biological solutions for industrial infrastructure problems.,,,http://novophage.com/,For Profit,2,Early Stage Venture,"$5,750,000 ",6/1/11,Series A,"$5,750,000 ","Biotechnology, Science and Engineering",Private
Callidus Biopharma,https://www.crunchbase.com/organization/callidus-biopharma,"Biotechnology, Health Care, Therapeutics","Doylestown, Pennsylvania, United States",Callidus Biopharma is a drug discovery company developing enzyme replacement therapies for lysosomal storage disorders.,info@callidusbiopharma.com,215-434-7482,http://callidusbiopharma.com,,2,M&A,"$4,600,000 ",5/14/13,Series A,"$6,211,154 ","Biotechnology, Health Care, Science and Engineering",Private
ExoCoBio,https://www.crunchbase.com/organization/exocobio,Biotechnology,"South Korea, Asia","exosome, cosmeceuticals, and biopharmaceuticals",info@exocobio.com,,http://www.exocobio.com/,For Profit,1,Early Stage Venture,"$11,000,000 ",5/2/17,Series A,"$11,000,000 ","Biotechnology, Science and Engineering",Private
PharmAkea Therapeutics,https://www.crunchbase.com/organization/pharmakea-therapeutics,Biotechnology,"San Diego, California, United States",PharmAkea is a biopharmaceutical company developing small molecule drug candidates targeting proteins in fibroproliferative diseases.,info@pharmariatherapeutics.com,,http://pharmakea.com,,1,Early Stage Venture,"$10,000,000 ",10/7/13,Series A,"$10,000,000 ","Biotechnology, Science and Engineering",Private
CD Diagnostics,https://www.crunchbase.com/organization/cd-diagnostics,"Biotechnology, Health Diagnostics","Claymont, Delaware, United States",CD Diagnostics develops assays for orthopedic surgeons and rheumatologists for greater diagnostic confidence in joint fluid analysis.,info@cddiagnostics.com,4844764801,http://cddiagnostics.com,,3,M&A,"$5,200,000 ",9/1/12,Series A,"$6,810,000 ","Biotechnology, Health Care, Science and Engineering",Private
Lightspeed Genomics,https://www.crunchbase.com/organization/lightspeed-genomics,"Biotechnology, Genetics, Health Diagnostics","Santa Clara, California, United States",LightSpeed Genomics develops a DNA sequencing platform that will allow human genome sequencing.,into@lsgen.com,408-988-2700,http://lsgen.com,,1,Early Stage Venture,"$5,082,474 ",9/19/12,Series A,"$5,082,474 ","Biotechnology, Health Care, Science and Engineering",Private
TurnCare,https://www.crunchbase.com/organization/turncare,"Biotechnology, Therapeutics","Palo Alto, California, United States",TurnCare offer cost-effective and user-friendly technology that restores the benefits of healthy movement for patients.,info@turncareinc.com,(203) 427-6768,https://www.turncareinc.com/,,1,Early Stage Venture,"$3,300,000 ",11/1/17,Series A,"$3,300,000 ","Biotechnology, Health Care, Science and Engineering",Private
Senscure Biotechnology,https://www.crunchbase.com/organization/senscure-biotechnology,Biotechnology,"Ningbo, Zhejiang, China",Minimally invasive surgery technology company based in Ningbo.,shenyuzhu@senscure.net,-13472517437,http://www.senscure.net/en/index.htm,,1,Early Stage Venture,"$9,500,000 ",3/27/18,Series A,"$9,500,000 ","Biotechnology, Science and Engineering",Private
TPP Global Development,https://www.crunchbase.com/organization/tpp-global-development,"Biotechnology, Developer Platform, Health Care","Edinburgh, Edinburgh, City of, United Kingdom","TPP Global Development is a preclinical stage drug development company focused on nervous system disorders, immunology, and oncology.",info@tppgd.com,44 7887 631 550,http://www.tppgd.com,,1,Early Stage Venture,"$12,200,000 ",7/19/10,Series A,"$12,200,000 ","Biotechnology, Health Care, Science and Engineering, Software",Private
