Organization Name,Organization Name URL,Categories,Headquarters Location,Description,Contact Email,Phone Number,Website,Company Type,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Date,Last Funding Type,Total Funding Amount,Category Groups,IPO Status
AnaBios,https://www.crunchbase.com/organization/anabios,"Analytics, Biotechnology, Pharmaceutical","San Diego, California, United States","AnaBios, a stealth mode company, provides contract research services for biotechnology and pharmaceutical industries.",web@anabios.com,(858)366-8608,http://www.anabios.com,For Profit,4,Early Stage Venture,"$10,000,000 ",12/27/16,Series B,"$11,708,297 ","Biotechnology, Data and Analytics, Health Care, Science and Engineering",Private
Viracta Therapeutics,https://www.crunchbase.com/organization/viracta-therapeutics,Biotechnology,"San Diego, California, United States",Viracta is committed to advancing new medicines based on its viral activation therapy approach to benefit patients.,info@viracta.com,(858)400-8470,http://www.viracta.com/company.html,For Profit,1,Early Stage Venture,"$18,400,000 ",4/4/17,Series B,"$18,400,000 ","Biotechnology, Science and Engineering",Private
Ocugen,https://www.crunchbase.com/organization/ocugen,"Biopharma, Biotechnology, Health Care","Aurora, Colorado, United States",Ocugen is a clinical stage biopharmaceutical company.,,(720)859-3549,http://ocugen.com/,For Profit,2,Early Stage Venture,"$7,500,000 ",6/15/17,Series B,"$13,500,000 ","Biotechnology, Health Care, Science and Engineering",Private
Allele Biotech,https://www.crunchbase.com/organization/allele-biotech,"Biotechnology, Medical, Pharmaceutical","San Diego, California, United States","Allele Biotechnology and Pharmaceuticals, Inc. is a private, San Diego-based company",oligo@allelebiotech.com,(858) 587-6645,http://www.allelebiotech.com/,For Profit,2,Early Stage Venture,"$11,000,000 ",10/26/16,Series B,"$18,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Boston Heart Diagnostics,https://www.crunchbase.com/organization/boston-heart-lab,"Biotechnology, Health Care, Medical","Framingham, Massachusetts, United States",Boston Heart Lab is a heart health management company that provides cardiovascular disease (CVD) management.,info@bostonheartdiagnostics.com,(508)877-8711,http://www.bostonheartdiagnostics.com,For Profit,3,M&A,"$10,000,000 ",9/21/10,Series C,"$10,286,000 ","Biotechnology, Health Care, Science and Engineering",Private
Mendel Biotechnology,https://www.crunchbase.com/organization/mendel-biotechnology,"Agriculture, Biotechnology, Chemical, Genetics","Hayward, California, United States",Mendel Biotechnology is a plant biotechnology company that develops genetic and chemical solutions for a range of agricultural markets.,kascustomerservice@kochind.com,(510) 264-0254,http://www.mendel.com/,,2,M&A,"$11,846,950 ",11/9/11,Series F,"$20,234,078 ","Agriculture and Farming, Biotechnology, Health Care, Science and Engineering",Private
KEW Group,https://www.crunchbase.com/organization/kew-group,"Biotechnology, Genetics, Medical Device, Therapeutics","Cambridge, Massachusetts, United States",KEW Group is building a Personalized Oncology Management Company. We will deploy proprietary oncology therapeutic pathways and,kewcustomercare@kewinc.com,617-945-7922,http://kewgroup.com,,2,Early Stage Venture,"$16,798,000 ",12/16/14,Series B,"$32,868,505 ","Biotechnology, Health Care, Science and Engineering",Private
VentiRx Pharmaceuticals,https://www.crunchbase.com/organization/ventirx-pharmaceuticals,"Biotechnology, Health Care, Therapeutics","Seattle, Washington, United States","VentiRx Pharmaceuticals develops novel TLR8 therapeutics for the treatment of cancer, allergy, and respiratory and autoimmune diseases.",corpinfo@ventirx.com,(206) 689-2259,http://www.ventirx.com,For Profit,4,Early Stage Venture,"$50,602,514 ",9/23/14,Series B,"$104,502,514 ","Biotechnology, Health Care, Science and Engineering",Private
Akonni Biosystems,https://www.crunchbase.com/organization/akonni-biosystems,"Biotechnology, Health Diagnostics, Medical","Frederick, Maryland, United States",Akonni Biosystems is a molecular diagnostics developing and marketing integrated molecular diagnostic systems.,info@akonni.com,3015420120,http://www.akonni.com,,16,Late Stage Venture,"$4,000,000 ",5/15/17,Series D,"$55,002,765 ","Biotechnology, Health Care, Science and Engineering",Private
Endosense,https://www.crunchbase.com/organization/endosense,"Biotechnology, Health Care, Therapeutics","Geneva, Geneve, Switzerland",Endosense is a medical tech company focused on improving the reproducibility of catheter ablation for the treatment of cardiac arrhythmias.,info@endosense.com,41 22 306 19 60,http://www.endosense.com,,4,M&A,"$4,300,000 ",3/6/13,Series C,"$100,350,910 ","Biotechnology, Health Care, Science and Engineering",Private
Cathay Industrial Biotech,https://www.crunchbase.com/organization/cathay-industrial-biotech,"Biotechnology, Commercial, Industrial","Shanghai, Shanghai, China",Cathay Industrial Biotech has been a pioneering industrial biotechnology company with commercial-scale production since 2003.,,86 21 5080 1916,http://www.cathaybiotech.com/en/,For Profit,3,Late Stage Venture,"$135,000,000 ",12/14/15,Series C,"$213,000,000 ","Biotechnology, Science and Engineering",Private
Amaranth Medical,https://www.crunchbase.com/organization/amaranth-medical,"Biotechnology, Health Care, Medical","Mountain View, California, United States","Amaranth Medical provides fully bioresorbable, versatile scaffolds with novel mechanical properties.",info@amaranthmedical.com,1-650-965-3830,http://amaranthmedical.com,For Profit,3,Early Stage Venture,"$20,000,000 ",10/8/13,Series B,"$27,500,000 ","Biotechnology, Health Care, Science and Engineering",Private
Securus Medical Group,https://www.crunchbase.com/organization/securus-medical-group,"Biotechnology, Life Science","Cleveland, Ohio, United States",Securus Medical Group develops clinical tools for monitoring core body temperature within body cavities.,,216-338-6412,,For Profit,4,M&A,"$10,000,000 ",9/15/16,Series C,"$18,500,000 ","Biotechnology, Science and Engineering",Private
Presidio Pharmaceuticals,https://www.crunchbase.com/organization/presidio,"Biotechnology, Medical, Pharmaceutical","San Francisco, California, United States","Presidio Pharmaceuticals discovers, develops and commercializes novel therapeutics for viral infections, including HCV and HIV.",contact@presidiopharma.com,415-655-7560,http://www.presidiopharma.com,,7,M&A,"$21,827,981 ",6/16/14,Series D,"$100,183,473 ","Biotechnology, Health Care, Science and Engineering",Private
Promedior,https://www.crunchbase.com/organization/promedior,"Biopharma, Biotechnology, Therapeutics","Lexington, Massachusetts, United States",Promedior is a biopharmaceutical company developing novel therapeutics for the treatment of inflammatory and fibrotic diseases.,info@promedior.com,781-538-4200,http://promedior.com,,6,Late Stage Venture,"$3,000,000 ",10/15/12,Series D,"$63,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Opsona,https://www.crunchbase.com/organization/opsona,"Biotechnology, Health Care, Medical, Therapeutics","Dublin, Dublin, Ireland",Opsona validates and develops new drug candidates and strategies that modulate innate immune systems.,info@opsona.com,353 1 677 0223,http://www.opsona.com,,4,Late Stage Venture,"€3,000,000",10/2/13,Series C,"$58,487,156 ","Biotechnology, Health Care, Science and Engineering",Private
Elevation Pharmaceuticals,https://www.crunchbase.com/organization/elevation-pharmaceuticals,"Biopharma, Biotechnology, Pharmaceutical","San Diego, California, United States",Elevation Pharmaceuticals is developing a pipeline of improved aerosol drug products for the COPD patients.,info@elevationpharma.com,858-436-1616,http://www.elevationpharma.com,,4,M&A,"$30,000,000 ",1/4/12,Series B,"$89,400,001 ","Biotechnology, Health Care, Science and Engineering",Private
BioFluidica,https://www.crunchbase.com/organization/biofluidica,"Biotechnology, Health Care, Pharmaceutical","Chapel Hill, North Carolina, United States",BioFluidica a privately held biotechnology company that has developed a diagnostic platform.,info@biofluidica.com,(225)756-8437,http://www.biofluidica.com/,For Profit,2,Early Stage Venture,"$4,135,000 ",7/28/17,Series B,"$6,135,000 ","Biotechnology, Health Care, Science and Engineering",Private
AlloCure,https://www.crunchbase.com/organization/allocure,"Biotechnology, Medical, Therapeutics","Burlington, Massachusetts, United States","AlloCure is focused on developing cell therapies for the treatment of various kidney diseases, organ transplants, and multi-organ injuries.",allocure@allocure.com,781-425-5380,http://www.allocure.com,,5,Early Stage Venture,"$25,000,000 ",4/2/12,Series B,"$46,988,259 ","Biotechnology, Health Care, Science and Engineering",Private
Boreal Genomics,https://www.crunchbase.com/organization/boreal-genomics,"Biotechnology, Clinical Trials, Health Diagnostics","Los Altos, California, United States",Boreal develops research tools and diagnostic tests based on the monitoring of tumor mutations from cell-free DNA in plasma.,info@borealgenomics.com,6048224202,http://borealgenomics.com,,3,Late Stage Venture,"$18,000,000 ",10/4/13,Series C,"$24,599,999 ","Biotechnology, Health Care, Science and Engineering",Private
NextBio,https://www.crunchbase.com/organization/nextbio,"Biotechnology, Enterprise Software, Life Science","Santa Clara, California, United States",NextBio is a software company that provides a platform for life science researchers to discover and share knowledge.,,4088613630,http://www.nextbio.com,,3,M&A,"$8,000,000 ",9/18/09,Series C,"$16,100,000 ","Biotechnology, Science and Engineering, Software",Private
CANbridge Life Sciences,https://www.crunchbase.com/organization/canbridge-life-sciences,"Biotechnology, Health Care, Life Science","Beijing, Beijing, China","CANbridge Life Sciences, Ltd. is a bio-pharmaceutical company accelerating development and commercialization of specialty healthcare .",info@canbridgepharma.com,(108) 414-8018,http://www.canbridgepharma.com/,For Profit,3,Early Stage Venture,"$25,000,000 ",5/23/17,Series B,"$45,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Edimer Pharmaceuticals,https://www.crunchbase.com/organization/edimer-pharmaceuticals,"Biotechnology, Health Care, Life Science","Cambridge, Massachusetts, United States",Edimer Pharmaceuticals develops a treatment to improve the health and quality of life of families living with XLHED.,Info@EdimerPharma.com,(866)334-4240,http://edimerpharma.com,For Profit,3,Early Stage Venture,"$18,000,000 ",7/30/13,Series B,"$40,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Pherecydes Pharma,https://www.crunchbase.com/organization/pherecydes-pharma,"Biotechnology, Health Care, Medical Device","Romainville, Ile-de-France, France",Pherecydes Pharma is a France-based company specialized in phage therapy developing phages to fight infections.,contact@pherecydes-pharma.com,3.30148E+11,http://pherecydes-pharma.com,For Profit,2,Early Stage Venture,"€8,700,000",1/16/18,Series B,"€10,600,000","Biotechnology, Health Care, Science and Engineering",Private
ALDEA Pharmaceuticals,https://www.crunchbase.com/organization/aldea-pharmaceuticals,"Biotechnology, Medical Device, Pharmaceutical","Redwood City, California, United States",ALDEA Pharmaceuticals develops small-molecule modulators of the ALDH family for the treatment of toxic aldehyde-related diseases.,info@aldeapharma.com,6502411591,http://www.aldeapharmaceuticals.com/,,4,Early Stage Venture,"$24,000,000 ",8/25/14,Series B,"$41,997,183 ","Biotechnology, Health Care, Science and Engineering",Private
Thesan Pharmaceuticals,https://www.crunchbase.com/organization/thesan-pharmaceuticals,"Biopharma, Biotechnology, Therapeutics","Carlsbad, California, United States",Thesan Pharmaceuticals is a preclinical biopharmaceutical company developing novel therapeutics for skin disorders.,info@thesanpharma.com,9492914441,http://www.thesanpharma.com,,3,Early Stage Venture,,1/26/16,Series B,"$65,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Embera NeuroTherapeutics,https://www.crunchbase.com/organization/embera-neurotherapeutics,"Biotechnology, Medical Device, Therapeutics","Sudbury, Massachusetts, United States",Embera NeuroTherapeutics is a development-stage pharmaceutical company developing treatments for smoking cessation and other addictions.,,(318) 213-0198,http://www.emberaneuro.com,For Profit,14,Early Stage Venture,"$4,400,000 ",11/9/16,Series B,"$27,135,000 ","Biotechnology, Health Care, Science and Engineering",Private
Archimedes Pharma,https://www.crunchbase.com/organization/archimedes-pharma,"Biotechnology, Health Care, Pharmaceutical","Reading, Reading, United Kingdom",Archimedes Pharma is a specialty pharmaceutical company developing therapeutics for the treatment of chronic and debilitating illnesses.,timwatts@archimedespharma.com,4.41189E+11,http://www.archimedespharma.com,,1,M&A,"$99,000,000 ",4/5/10,Series C,"$99,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
DiscGenics,https://www.crunchbase.com/organization/discgenics,"Biotechnology, Life Science, Therapeutics","Salt Lake City, Utah, United States",DiscGenics develops tissue engineering and progenitor cell science for the treatment of degenerative disc disease.,anthony@discgenics.com,8015813222,http://discgenics.com,,2,Early Stage Venture,"$14,000,000 ",9/26/17,Series B,"$15,839,000 ","Biotechnology, Health Care, Science and Engineering",Private
Airway Therapeutics,https://www.crunchbase.com/organization/airway-therapeutics,"Biotechnology, Health Care, Medical Device, Pharmaceutical","Cincinnati, Ohio, United States",Airway Therapeutics focuses on pulmonary research program of Cincinnati Children’s Hospital Medical Center for further development.,info@airwaytherapeutics.com,(513)770-9630,http://www.airwaytherapeutics.com,For Profit,5,Early Stage Venture,"$10,930,000 ",3/13/18,Series B,"$23,280,000 ","Biotechnology, Health Care, Science and Engineering",Private
Thrasos,https://www.crunchbase.com/organization/thrasos,"Biotechnology, Medical Device, Therapeutics","Montréal, Quebec, Canada",Thrasos discovers and develops targeted therapies for the prevention and treatment of severe organ failures.,info@thrasos.com,514-940-2714,http://www.thrasos.com,For Profit,2,Late Stage Venture,"$21,000,000 ",3/31/15,Series D,"$56,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
CellScape,https://www.crunchbase.com/organization/cellscape,"Biotechnology, Genetics, Health Care, Health Diagnostics","Newark, California, United States",CellScape Corporation is focused on developing a comprehensive non-invasive prenatal genetic test for women.,info@cellscapecorp.com,5109524539,http://www.cellscapecorp.com,For Profit,6,Early Stage Venture,,5/10/13,Series B,"$12,800,000 ","Biotechnology, Health Care, Science and Engineering",Private
Frontier Biotechnologies,https://www.crunchbase.com/organization/frontier-biotechnologies,Biotechnology,"Nanjing, Jiangsu, China",Frontier Biotech is a pharmaceutical company that works on HIV treatments,info@frontierbiotech.com,2587158168,http://www.frontierbiotech.com/en/,For Profit,1,Late Stage Venture,"CN¥300,000,000",1/5/17,Series C,"CN¥300,000,000","Biotechnology, Science and Engineering",Private
Microbiome Therapeutics,https://www.crunchbase.com/organization/microbiome-therapeutics,"Biotechnology, Pharmaceutical, Therapeutics","Broomfield, Colorado, United States",MicroBiome Therapeutics is a biotechnology company that develops medical food and pharmaceutical products.,blindheim@bllbiopartners.com,(212) 584-2276,http://mbiome.com,For Profit,3,Early Stage Venture,"$1,000,000 ",11/1/17,Series B,"$3,043,445 ","Biotechnology, Health Care, Science and Engineering",Private
P2 Science,https://www.crunchbase.com/organization/p2-science,"Biotechnology, Chemical, Renewable Energy","Woodbridge, Connecticut, United States",P2 Science develops a bio-refining process for the conversion of biomass such as vegetable oils into high-value specialty chemicals.,Inquiries@p2science.com,(203) 821-7457,http://www.p2science.com,For Profit,5,Early Stage Venture,"$9,550,000 ",3/1/17,Series B,"$11,550,011 ","Biotechnology, Energy, Science and Engineering, Sustainability",Private
Abcodia,https://www.crunchbase.com/organization/abcodia,"Analytics, Biotechnology, Health Diagnostics","London, England, United Kingdom",Abcodia is an innovative biotech company engaged in the validation and discovery of molecular biomarkers.,info@abcodia.com,,http://abcodia.com,For Profit,5,Early Stage Venture,"£5,250,000",5/18/15,Series B,"$10,234,831 ","Biotechnology, Data and Analytics, Health Care, Science and Engineering",Private
Elixir Pharmaceuticals,https://www.crunchbase.com/organization/elixir-pharmaceuticals,"Biotechnology, Diabetes, Pharmaceutical","Cambridge, Massachusetts, United States",Elixir Pharmaceuticals develops and commercializes pharmaceuticals for the treatment of metabolic diseases.,info@elixirpharm.com,617-995-7000,http://elixirpharm.com,,3,Late Stage Venture,"$12,000,000 ",5/27/09,Series D,"$98,500,000 ","Biotechnology, Health Care, Science and Engineering",Private
AbGenomics,https://www.crunchbase.com/organization/abgenomics,"Biotechnology, Health Care, Medical","Los Altos, California, United States",AbGenomics is focused on developing targeted antibody therapeutics for the treatment of cancer and immune related inflammatory diseases.,abg@abgenomics.com,(650) 988-9912,http://abgenomics.com,For Profit,3,Late Stage Venture,"$13,160,000 ",8/27/14,Series C,"$39,610,000 ","Biotechnology, Health Care, Science and Engineering",Private
Cerevast Therapeutics,https://www.crunchbase.com/organization/cerevast-therapeutics,"Biotechnology, Medical, Therapeutics","Redmond, Washington, United States",Cerevast Therapeutics is a medical technology company developing treatments for acute ischemic stroke and other vascular disorders.,cerevast@cerevast.com,(425) 821-1603,http://cerevast.com,For Profit,7,Late Stage Venture,"$11,400,000 ",3/6/15,Series C,"$24,438,812 ","Biotechnology, Health Care, Science and Engineering",Private
Sangart,https://www.crunchbase.com/organization/sangart,"Biotechnology, Clinical Trials, Therapeutics","San Diego, California, United States","Sangart is a biopharmaceutical company developing global scientific, clinical and commercial oxygen-therapeutic agents.",,858-450-2400,http://www.sangart.com,,10,Late Stage Venture,"$50,000,000 ",5/24/12,Series G,"$294,450,381 ","Biotechnology, Health Care, Science and Engineering",Private
Bioarray Therapeutics,https://www.crunchbase.com/organization/bioarray-therapeutics,"Biopharma, Biotechnology, Medical","Boston, Massachusetts, United States",Diagnostics for effective cancer treatment sooner.,info@bioarray.us,8606797128,http://bioarray.us/,For Profit,3,Early Stage Venture,"$4,000,000 ",10/5/17,Series B,"$5,468,163 ","Biotechnology, Health Care, Science and Engineering",Private
InventisBio,https://www.crunchbase.com/organization/inventisbio-2,"Biopharma, Biotechnology, Pharmaceutical","Shanghai, Shanghai, China",A fast-growing biotech company.,,,,For Profit,1,Early Stage Venture,"$19,000,000 ",5/30/17,Series B,"$19,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Apitope,https://www.crunchbase.com/organization/apitope,"Biotechnology, Health Care, Medical","Bristol, Bristol, City of, United Kingdom",Apitope is a European biotech company,,,http://apitope.com/,For Profit,2,Early Stage Venture,"€12,000,000",9/29/15,Series B,"€22,000,000","Biotechnology, Health Care, Science and Engineering",Private
Pulmotect,https://www.crunchbase.com/organization/pulmotect,"Biotechnology, Health Care, Pharmaceutical","Houston, Texas, United States","Clinical stage biotech company, developing products that boost the innate immune system to protect against a wide range of lung infections",nmolfino@pulmotect.com,7135799226,http://pulmotect.com/,For Profit,2,Early Stage Venture,"$12,000,000 ",3/23/18,Series B,"$13,751,430 ","Biotechnology, Health Care, Science and Engineering",Private
Armetheon,https://www.crunchbase.com/organization/armetheon,"Biopharma, Biotechnology, Pharmaceutical","Menlo Park, California, United States","Armetheon, Inc., is a privately held San Francisco Bay area based clinical stage biopharmaceutical company",hlake@armetheon.com,(650) 646-3898,http://armetheon.com/,For Profit,2,Early Stage Venture,"$24,300,000 ",2/5/15,Series B,"$31,300,000 ","Biotechnology, Health Care, Science and Engineering",Private
Akeso Biopharma,https://www.crunchbase.com/organization/akeso-biopharma,"Biopharma, Biotechnology","China, Asia",A Chinese innovative biotechnology company.,bd@akesobio.com,76089873998,http://www.akesobio.com/,For Profit,2,Early Stage Venture,"CN¥300,000,000",8/29/17,Series B,"CN¥430,000,000","Biotechnology, Health Care, Science and Engineering",Private
Ogeda,https://www.crunchbase.com/organization/euroscreen,"Biotechnology, Health Care, Health Diagnostics, Pharmaceutical","Gosselies, Hainaut, Belgium",Ogeda is a privately owned clinical-stage drug discovery company.,info@ogeda.com,(327)134-8500,https://www.ogeda.com/,For Profit,2,M&A,"€16,000,000",10/2/15,Series B,"€26,000,000","Biotechnology, Health Care, Science and Engineering",Private
Redwood Bioscience,https://www.crunchbase.com/organization/redwood-bioscience,"Biotechnology, Chemical, Health Care","Emeryville, California, United States",Redwood Bioscience uses precision protein-chemical engineering to develop optimized and novel biotherapeutics.,info@redwoodbioscience.com,5102253949,http://www.redwoodbioscience.com,,5,Early Stage Venture,"$2,499,999 ",1/28/14,Series B,"$11,898,299 ","Biotechnology, Health Care, Science and Engineering",Private
CorTechs Labs,https://www.crunchbase.com/organization/cortechs-labs,Biotechnology,"San Diego, California, United States",CorTechs Labs develops and markets cutting-edge brain imaging solutions that are used by neurologist and radiologists in hundreds of,info@cortechslabs.com,8584599705,http://cortechslabs.com,,2,Early Stage Venture,,3/18/14,Series B,"$1,974,000 ","Biotechnology, Science and Engineering",Private
Pathogenetix,https://www.crunchbase.com/organization/pathogenetix,"Biotechnology, Genetics, Health Care, Health Diagnostics","Woburn, Massachusetts, United States",PathoGenetiX offers an automated system for the rapid identification of pathogenic bacterial strains using its proprietary technology.,info@pathogenetix.com,(781) 937-5550 ,http://pathogenetix.com,,6,Late Stage Venture,"$10,000,000 ",10/30/13,Series C,"$28,372,453 ","Biotechnology, Health Care, Science and Engineering",Private
Anpac,https://www.crunchbase.com/organization/anpac,"Biotechnology, Medical, Nanotechnology","Shanghai, Shanghai, China",Anpac Bio-Medical Science Company,Info@anpac.cn,(314)326-7292,http://anpacbio.com/en/index.aspx,For Profit,2,Early Stage Venture,"$2,000,000 ",12/27/15,Series B,"$2,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Cellerix,https://www.crunchbase.com/organization/cellerix,"Biotechnology, Medical, Pharmaceutical","Madrid, Madrid, Spain",Cellerix is a biotechnology company developing therapies based on adult stem cells.,,+34 91 804 92 64,http://www.cellerix.com,,3,M&A,"$37,700,000 ",1/28/10,Series C,"$115,347,902 ","Biotechnology, Health Care, Science and Engineering",Private
SonarMed,https://www.crunchbase.com/organization/sonarmed,"Biotechnology, Health Care","Indianapolis, Indiana, United States",SonarMed develops technology to improve the placement and monitoring of endotracheal tubes used in patients who cannot breathe on their own.,sales@sonarmed.com,(317)489-3161,http://www.sonarmed.com,For Profit,7,Late Stage Venture,"$3,000,000 ",10/24/17,Series C,"$12,082,051 ","Biotechnology, Health Care, Science and Engineering",Private
Genenta Science,https://www.crunchbase.com/organization/genenta-science,"Biotechnology, Clinical Trials, Genetics, Health Care","Milano, Lombardia, Italy",Genenta Science is a biotechnology company that develops gene transfer therapy for the treatment of cancer tumors.,info@genenta.com,,http://genenta.com/,For Profit,3,Early Stage Venture,"$8,400,000 ",9/13/17,Series B,"$19,400,000 ","Biotechnology, Health Care, Science and Engineering",Private
Brickell Biotech,https://www.crunchbase.com/organization/brickell-biotech,"Biotechnology, Health Care, Therapeutics","Miami, Florida, United States","Brickell Biotech is focused on the acquisition, development, and commercialization of drug therapies for the treatment of skin diseases.",info@brickellbio.com,7865242721,http://www.brickellbio.com,,4,Late Stage Venture,"$10,000,000 ",2/3/15,Series C,"$25,414,587 ","Biotechnology, Health Care, Science and Engineering",Private
Paradigm Diagnostics,https://www.crunchbase.com/organization/paradigm-diagnostics,"Biotechnology, Genetics","Phoenix, Arizona, United States",Paradigm is a private molecular information corporation established to bring cutting-edge diagnostics to cancer patients and industry.,info@paradigmdx.com,844.232.4719,http://www.paradigmdx.com/,For Profit,1,Early Stage Venture,"$7,000,000 ",2/16/17,Series B,"$7,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
CellBiosciences,https://www.crunchbase.com/organization/cell-biosciences,"Biotechnology, Health Care, Life Science","Santa Clara, California, United States",Cell Biosciences is a private life sciences company advancing protein research through nanoproteomics.,info@proteinsimple.com,6508591999,http://www.proteinsimple.com,,6,M&A,"$20,000,000 ",10/14/10,Series F,"$85,249,999 ","Biotechnology, Health Care, Science and Engineering",Private
Pathwork Diagnostics,https://www.crunchbase.com/organization/pathwork-diagnostics,"Biotechnology, Genetics, Health Care, Health Diagnostics","Redwood City, California, United States",Pathwork Diagnostics develops and delivers molecular diagnostic solutions for oncology.,sales@pathworkdx.com,650-366-1003,http://www.pathworkdx.com,For Profit,5,Late Stage Venture,"$30,000,000 ",10/6/10,Series C,"$63,500,000 ","Biotechnology, Health Care, Science and Engineering",Private
OncoEthix,https://www.crunchbase.com/organization/oncoethix,"Biotechnology, Health Care, Medical","Lausanne, Vaud, Switzerland",Oncoethix is a clinical-stage biotechnology company developing cancer drugs.,info@oncoethix.com,41 21 616 03 60,http://oncoethix.com,For Profit,2,M&A,"$19,000,000 ",7/8/13,Series B,"$23,582,001 ","Biotechnology, Health Care, Science and Engineering",Private
Precision Biopsy,https://www.crunchbase.com/organization/precision-biopsy,"Biotechnology, Health Diagnostics, Therapeutics","Boston, Massachusetts, United States",Precision Biopsy is a startup commercializing optical biopsy technologies that improve prostate biopsies and diagnostics.,,,http://precisionbiopsy.com/,For Profit,2,Early Stage Venture,"$33,600,000 ",10/5/15,Series B,"$36,100,000 ","Biotechnology, Health Care, Science and Engineering",Private
Accuri Cytometers,https://www.crunchbase.com/organization/accuri-cytometers,"Biotechnology, Manufacturing, Medical Device","Ann Arbor, Michigan, United States",Accuri Cytometers is a medical device company developing cost effective cytometers for laboratories.,info@uni-chem.rs,734-994-8000,http://www.accuricytometers.com,For Profit,8,M&A,"$6,000,000 ",10/19/10,Series E,"$32,655,000 ","Biotechnology, Health Care, Manufacturing, Science and Engineering",Private
Ion Torrent,https://www.crunchbase.com/organization/ion-torrent,"Biotechnology, Health Care, Medical","Guilford, Connecticut, United States",Ion Torrent offers an approach to sequencing data that facilitates a direct connection between chemical and digital information.,sales@iontorrent.com,203-458-8552,http://www.iontorrent.com,,2,M&A,"$37,064,376 ",3/5/10,Series C,"$59,864,364 ","Biotechnology, Health Care, Science and Engineering",Private
Anulex Technologies,https://www.crunchbase.com/organization/anulex,"Biotechnology, Health Care, Medical, Medical Device","Minnetonka, Minnesota, United States",Anulex Technologies develops technologies and surgical techniques to improve the treatment of herniated discs.,CustomerService@anulex.com,952-224-4000,http://www.anulex.com,For Profit,5,Late Stage Venture,"$18,300,000 ",6/7/10,Series E,"$65,780,000 ","Biotechnology, Health Care, Science and Engineering",Private
Biscayne Pharmaceuticals,https://www.crunchbase.com/organization/biscayne-pharmaceuticals,"Biotechnology, Pharmaceutical, Therapeutics","Miami, Florida, United States",Biscayne Pharmaceuticals discovers and develops novel therapies based on growth hormone-releasing hormone (GHRH) analogs.,,305-793-7326,http://biscaynepharma.com,,6,Early Stage Venture,"$3,000,000 ",1/31/17,Series B,"$11,137,000 ","Biotechnology, Health Care, Science and Engineering",Private
Gamma Medica,https://www.crunchbase.com/organization/gamma-medica,"Biotechnology, Health Care, Pharmaceutical","Salem, New Hampshire, United States","Gamma Medica offers LumaGEM® MBI System, an FDA-cleared dual-headed digital imaging system.",finance@gammamedica.com,(603)952-4441,http://www.gammamedica.com,For Profit,3,Early Stage Venture,"$11,500,000 ",10/22/14,Series B,"$34,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
GamaMabs Pharma,https://www.crunchbase.com/organization/gamamabs-pharma,"Biotechnology, Health Care, Therapeutics","Toulouse, Midi-Pyrenees, France",GamaMabs Pharma is a biotechnology firm engaged in the development of a new therapeutic antibody for the treatment of ovarian cancer.,sdegove@gamamabs.com,33664126631,http://www.gamamabs.com,For Profit,2,Early Stage Venture,"€15,000,000",12/15/15,Series B,"€18,100,000","Biotechnology, Health Care, Science and Engineering",Private
enGene,https://www.crunchbase.com/organization/engene,"Biotechnology, Diabetes, Health Care","Vancouver, British Columbia, Canada","enGene, a biotechnology company, develops a mucosal immunotherapy platform for the treatment of inflammatory bowel disease and diabetes.",info@engeneinc.com,604-221-4362,http://www.engeneinc.com,,3,Early Stage Venture,"$11,500,000 ",1/26/15,Series B,"$31,150,000 ","Biotechnology, Health Care, Science and Engineering",Private
"Cognoptix, Inc.",https://www.crunchbase.com/organization/cognoptix-inc,"Biotechnology, Health Diagnostics, Therapeutics","Acton, Massachusetts, United States",Cognoptix develops non-invasive eye tests for the early diagnosis of alzheimer disease.,info@neuroptix.com,(978) 263-0005,http://www.cognoptix.com,For Profit,8,Late Stage Venture,"$15,000,000 ",9/30/14,Series D,"$42,199,000 ","Biotechnology, Health Care, Science and Engineering",Private
Prexa Pharmaceuticals,https://www.crunchbase.com/organization/prexa-pharmaceuticals,"Biotechnology, Health Care, Health Diagnostics","Boston, Massachusetts, United States","Prexa Pharmaceuticals develops small molecule monoamine reuptake inhibitors as a treatment for ADHD, depression and Parkinson’s disease.",egraham@prexainc.com,617-780-1443,http://www.prexainc.com,,2,Early Stage Venture,"$7,000,000 ",5/11/11,Series B,"$10,200,000 ","Biotechnology, Health Care, Science and Engineering",Private
